Date,Open,High,Low,Close,TD Reference Close Up,TD Reference Close Down,0
15/11/17 19:00,162.78,162.82,162.77,162.8,,,0
15/11/17 17:00,162.66,162.78,162.66,162.77,,,0
15/11/17 15:00,162.93,162.93,162.6,162.66,,,0
15/11/17 13:00,162.86,163.08,162.8,162.92,162.95,,0
15/11/17 11:00,162.95,162.96,162.82,162.86,,,0
15/11/17 09:00,162.7,162.96,162.66,162.95,,,0
15/11/17 07:00,162.53,162.77,162.49,162.69,,,0
14/11/17 21:00,162.42,162.42,162.42,162.42,,,0
14/11/17 19:00,162.43,162.44,162.39,162.42,,,0
14/11/17 17:00,162.36,162.47,162.36,162.42,,,0
14/11/17 15:00,162.39,162.45,162.36,162.36,,,0
14/11/17 13:00,162.19,162.41,162.12,162.39,,,0
14/11/17 11:00,162.19,162.27,162.11,162.19,,,0
14/11/17 09:00,161.96,162.21,161.94,162.2,162.09,,0
14/11/17 07:00,162.02,162.09,161.91,161.97,162.09,,0
13/11/17 21:00,162.05,162.05,162.05,162.05,,,0
13/11/17 19:00,162.09,162.11,162.02,162.04,,,0
13/11/17 17:00,162.08,162.13,162.06,162.09,,,0
13/11/17 15:00,162.2,162.22,162.03,162.08,,162.19,0
13/11/17 13:00,162.42,162.45,162.14,162.2,,162.19,0
13/11/17 11:00,162.47,162.52,162.42,162.42,,,0
13/11/17 09:00,162.46,162.55,162.42,162.47,,,0
13/11/17 07:00,162.24,162.47,162.19,162.46,,,0
10/11/17 21:00,162.19,162.19,162.19,162.19,,,0
10/11/17 19:00,162.2,162.22,162.16,162.19,,,0
10/11/17 17:00,162.17,162.22,162.15,162.2,,,0
10/11/17 15:00,162.41,162.45,162.13,162.18,,,0
10/11/17 13:00,162.43,162.48,162.32,162.41,,,0
10/11/17 11:00,162.49,162.51,162.36,162.43,,,0
10/11/17 09:00,162.38,162.52,162.35,162.48,,,0
10/11/17 07:00,162.54,162.56,162.26,162.37,,,0
09/11/17 21:00,162.78,162.78,162.78,162.78,,,0
09/11/17 19:00,162.79,162.82,162.73,162.77,,,0
09/11/17 17:00,162.67,162.88,162.66,162.8,,162.66,0
09/11/17 15:00,162.77,162.78,162.48,162.66,,,0
09/11/17 13:00,162.74,162.85,162.66,162.77,,,0
09/11/17 11:00,163.16,163.17,162.65,162.74,,,0
09/11/17 09:00,163.3,163.37,163.15,163.15,,163.22,0
09/11/17 07:00,163.27,163.4,163.24,163.3,,,0
08/11/17 21:00,163.24,163.24,163.24,163.24,,,0
08/11/17 19:00,163.25,163.3,163.22,163.22,,,0
08/11/17 17:00,163.36,163.37,163.25,163.25,,163.3,0
08/11/17 15:00,163.5,163.51,163.36,163.36,,,0
08/11/17 13:00,163.61,163.62,163.47,163.5,,,0
08/11/17 11:00,163.44,163.63,163.4,163.6,,,0
08/11/17 09:00,163.33,163.51,163.26,163.44,163.35,163.3,0
08/11/17 07:00,163.35,163.38,163.24,163.32,,163.3,0
07/11/17 21:00,163.3,163.3,163.3,163.3,,,0
07/11/17 19:00,163.35,163.36,163.3,163.31,,,0
07/11/17 17:00,163.34,163.39,163.33,163.35,,,0
07/11/17 15:00,163.11,163.36,163.1,163.35,163.18,,0
07/11/17 13:00,163.12,163.22,163.07,163.11,163.18,,0
07/11/17 11:00,163.25,163.29,163.06,163.11,,,0
07/11/17 09:00,163.03,163.28,162.95,163.26,163.18,,0
07/11/17 07:00,163.1,163.18,162.97,163.04,163.18,,0
06/11/17 21:00,163.14,163.14,163.14,163.14,,,0
06/11/17 19:00,163.18,163.18,163.12,163.14,,,0
06/11/17 17:00,163.17,163.2,163.14,163.18,163.18,,0
06/11/17 15:00,163.16,163.2,163.05,163.18,163.18,,0
06/11/17 13:00,163.15,163.22,163.11,163.15,163.18,,0
06/11/17 11:00,163.15,163.23,163.12,163.15,,,0
06/11/17 09:00,163.18,163.24,163.08,163.15,,,0
06/11/17 07:00,162.83,163.2,162.79,163.18,,,0
03/11/17 21:00,162.81,162.81,162.81,162.81,,,0
03/11/17 19:00,162.76,162.81,162.76,162.81,,,0
03/11/17 17:00,162.76,162.78,162.72,162.75,,,0
03/11/17 15:00,162.72,162.8,162.68,162.77,,,0
03/11/17 13:00,162.8,162.9,162.72,162.72,162.82,,0
03/11/17 11:00,162.73,162.99,162.62,162.8,162.82,162.63,0
03/11/17 09:00,162.83,162.88,162.65,162.72,,,0
03/11/17 07:00,162.65,162.86,162.61,162.82,,162.62,0
02/11/17 21:00,162.63,162.63,162.63,162.63,,,0
02/11/17 19:00,162.63,162.66,162.6,162.65,,,0
02/11/17 17:00,162.62,162.69,162.61,162.62,,,0
02/11/17 15:00,162.53,162.7,162.5,162.62,,,0
02/11/17 13:00,162.57,162.7,162.43,162.53,,,0
02/11/17 11:00,162.39,162.62,162.31,162.57,162.49,,0
02/11/17 09:00,162.44,162.55,162.24,162.39,162.49,,0
02/11/17 07:00,162.53,162.58,162.41,162.45,,162.46,0
01/11/17 21:00,162.49,162.49,162.49,162.49,,,0
01/11/17 19:00,162.45,162.6,162.43,162.47,,162.44,0
01/11/17 17:00,162.62,162.65,162.44,162.46,,162.44,0
01/11/17 15:00,162.55,162.65,162.49,162.62,,,0
01/11/17 13:00,162.44,162.62,162.43,162.55,,,0
01/11/17 11:00,162.58,162.68,162.37,162.44,,,0
01/11/17 09:00,162.73,162.75,162.57,162.58,162.75,162.68,0
01/11/17 07:00,162.61,162.79,162.55,162.73,162.75,,0
31/10/17 21:00,162.72,162.72,162.72,162.72,,,0
31/10/17 19:00,162.75,162.75,162.68,162.68,,,0
31/10/17 17:00,162.74,162.78,162.72,162.75,,,0
31/10/17 15:00,162.63,162.77,162.57,162.75,162.71,,0
31/10/17 13:00,162.58,162.64,162.47,162.63,,162.55,0
31/10/17 11:00,162.56,162.62,162.44,162.58,,,0
31/10/17 09:00,162.68,162.78,162.52,162.55,162.72,,0
31/10/17 07:00,162.77,162.83,162.66,162.68,,162.71,0
30/10/17 21:00,162.71,162.71,162.71,162.71,,,0
30/10/17 19:00,162.72,162.73,162.68,162.71,,,0
30/10/17 17:00,162.71,162.72,162.66,162.72,,,0
30/10/17 15:00,162.55,162.75,162.49,162.72,,,0
30/10/17 13:00,162.49,162.62,162.46,162.55,,,0
30/10/17 11:00,162.4,162.5,162.33,162.49,162.42,162.36,0
30/10/17 09:00,162.42,162.56,162.38,162.41,162.45,,0
30/10/17 07:00,162.5,162.5,162.25,162.42,,162.36,0
27/10/17 21:00,162.37,162.37,162.37,162.37,,,0
27/10/17 19:00,162.36,162.41,162.33,162.4,,,0
27/10/17 17:00,162.45,162.46,162.34,162.36,,,0
27/10/17 15:00,162.03,162.48,162.01,162.45,162.05,,0
27/10/17 13:00,161.97,162.14,161.85,162.03,162.05,,0
27/10/17 11:00,162.05,162.19,161.94,161.97,,,0
27/10/17 09:00,161.98,162.23,161.92,162.05,161.99,,0
27/10/17 07:00,161.76,161.98,161.63,161.98,,161.68,0
26/10/17 21:00,161.69,161.69,161.69,161.69,,,0
26/10/17 19:00,161.83,161.84,161.67,161.68,,,0
26/10/17 17:00,161.99,162,161.66,161.84,,,0
26/10/17 15:00,161.54,162,161.41,161.99,,,0
26/10/17 13:00,161.49,161.81,161.42,161.54,,,0
26/10/17 11:00,161.14,161.65,161.12,161.49,,,0
26/10/17 09:00,160.99,161.28,160.98,161.13,161.11,,0
26/10/17 07:00,161.21,161.24,160.95,161,,161.02,0
25/10/17 21:00,161.11,161.11,161.11,161.11,,,0
25/10/17 19:00,161.06,161.11,161.05,161.07,,,0
25/10/17 17:00,161.02,161.16,161.01,161.06,,,0
25/10/17 15:00,160.94,161.1,160.89,161.02,,,0
25/10/17 13:00,160.99,161,160.76,160.94,,,0
25/10/17 11:00,160.98,161.02,160.86,161,,,0
25/10/17 09:00,161.31,161.31,160.91,160.97,,161.11,0
25/10/17 07:00,161.11,161.31,161.09,161.31,161.21,,0
24/10/17 21:00,161.2,161.2,161.2,161.2,,,0
24/10/17 19:00,161.15,161.21,161.09,161.21,,161.1,0
24/10/17 17:00,161.12,161.16,161.09,161.15,,161.1,0
24/10/17 15:00,161.19,161.23,161.07,161.11,,161.1,0
24/10/17 13:00,161.1,161.19,161.01,161.19,,,0
24/10/17 11:00,161.18,161.2,161.08,161.1,,,0
24/10/17 09:00,161.3,161.32,161.15,161.17,,,0
24/10/17 07:00,161.68,161.71,161.26,161.3,,161.63,0
23/10/17 21:00,161.65,161.65,161.65,161.65,,,0
23/10/17 19:00,161.64,161.67,161.61,161.64,,,0
23/10/17 17:00,161.72,161.73,161.63,161.63,,,0
23/10/17 15:00,161.74,161.76,161.64,161.72,,,0
23/10/17 13:00,161.75,161.75,161.59,161.74,,,0
23/10/17 11:00,161.57,161.78,161.56,161.75,,,0
23/10/17 09:00,161.67,161.74,161.53,161.57,,,0
23/10/17 07:00,161.46,161.76,161.46,161.66,161.5,,0
20/10/17 21:00,161.5,161.5,161.5,161.5,,,0
20/10/17 19:00,161.43,161.52,161.37,161.5,,161.39,0
20/10/17 17:00,161.39,161.49,161.36,161.42,,,0
20/10/17 15:00,161.43,161.58,161.35,161.39,,161.42,0
20/10/17 13:00,161.59,161.62,161.35,161.44,,161.42,0
20/10/17 11:00,161.42,161.61,161.39,161.59,,,0
20/10/17 09:00,161.64,161.69,161.39,161.42,,,0
20/10/17 07:00,162.02,162.04,161.62,161.64,,,0
19/10/17 21:00,162.12,162.12,162.12,162.12,,,0
19/10/17 19:00,162.18,162.25,162.13,162.13,,,0
19/10/17 17:00,162.2,162.25,162.15,162.18,,,0
19/10/17 15:00,162.29,162.35,162.18,162.2,,162.22,0
19/10/17 13:00,162.24,162.33,162.16,162.29,,162.16,0
19/10/17 11:00,162.23,162.37,162.2,162.24,,,0
19/10/17 09:00,162.4,162.56,162.15,162.22,,162.16,0
19/10/17 07:00,162.14,162.4,162.04,162.4,162.22,,0
18/10/17 21:00,162.22,162.22,162.22,162.22,,,0
18/10/17 19:00,162.16,162.22,162.14,162.22,,,0
18/10/17 17:00,162.16,162.18,162.13,162.16,,,0
18/10/17 15:00,162.23,162.28,162.13,162.17,,,0
18/10/17 13:00,162.29,162.33,162.14,162.23,,,0
18/10/17 11:00,162.33,162.38,162.18,162.28,,,0
18/10/17 09:00,162.58,162.6,162.25,162.33,,,0
18/10/17 07:00,162.66,162.77,162.56,162.58,,162.62,0
17/10/17 21:00,162.62,162.62,162.62,162.62,,,0
17/10/17 19:00,162.63,162.67,162.62,162.62,,,0
17/10/17 17:00,162.61,162.65,162.58,162.63,,,0
17/10/17 15:00,162.58,162.7,162.53,162.62,162.7,,0
17/10/17 13:00,162.7,162.73,162.47,162.58,,,0
17/10/17 11:00,162.57,162.78,162.55,162.7,,,0
17/10/17 09:00,162.56,162.66,162.44,162.58,,162.44,0
17/10/17 07:00,162.4,162.56,162.35,162.56,162.55,,0
16/10/17 21:00,162.44,162.44,162.44,162.44,,,0
16/10/17 19:00,162.55,162.55,162.43,162.44,,,0
16/10/17 17:00,162.52,162.55,162.5,162.55,,,0
16/10/17 15:00,162.31,162.53,162.28,162.52,,,0
16/10/17 13:00,162.37,162.38,162.21,162.31,,,0
16/10/17 11:00,162.2,162.4,162.15,162.37,,,0
16/10/17 09:00,162.06,162.26,162.01,162.2,162.13,,0
16/10/17 07:00,162.04,162.09,161.9,162.06,,,0
13/10/17 21:00,162.1,162.1,162.1,162.1,,,0
13/10/17 19:00,162.13,162.15,162.04,162.1,,,0
13/10/17 17:00,162.05,162.15,162.04,162.13,,,0
13/10/17 15:00,161.96,162.09,161.85,162.05,,,0
13/10/17 13:00,161.81,162.08,161.74,161.96,,,0
13/10/17 11:00,161.72,161.85,161.72,161.81,,,0
13/10/17 09:00,161.75,161.81,161.63,161.72,,,0
13/10/17 07:00,161.48,161.9,161.42,161.75,161.54,161.46,0
12/10/17 21:00,161.53,161.53,161.53,161.53,,,0
12/10/17 19:00,161.54,161.56,161.48,161.53,,,0
12/10/17 17:00,161.46,161.57,161.42,161.54,,,0
12/10/17 15:00,161.39,161.57,161.36,161.46,161.43,,0
12/10/17 13:00,161.39,161.47,161.26,161.39,161.43,,0
12/10/17 11:00,161.21,161.43,161.16,161.39,161.43,,0
12/10/17 09:00,161.43,161.49,161.18,161.22,,,0
12/10/17 07:00,161.25,161.53,161.21,161.43,,,0
11/10/17 21:00,161.17,161.17,161.17,161.17,,,0
11/10/17 19:00,161.15,161.21,161.12,161.18,,,0
11/10/17 17:00,161.2,161.21,161.13,161.15,,,0
11/10/17 15:00,161.25,161.3,161.13,161.21,,,0
11/10/17 13:00,161.26,161.4,161.23,161.25,161.33,161.25,0
11/10/17 11:00,161.28,161.31,161.12,161.25,,,0
11/10/17 09:00,161.33,161.37,161.23,161.28,,161.29,0
11/10/17 07:00,161.25,161.37,161.11,161.33,,,0
10/10/17 21:00,161.29,161.29,161.29,161.29,,,0
10/10/17 19:00,161.36,161.36,161.29,161.3,,161.32,0
10/10/17 17:00,161.49,161.68,161.31,161.36,,161.32,0
10/10/17 15:00,161.32,161.53,161.32,161.48,161.45,,0
10/10/17 13:00,161.44,161.46,161.13,161.32,161.45,161.43,0
10/10/17 11:00,161.43,161.5,161.26,161.44,161.45,,0
10/10/17 09:00,161.45,161.62,161.42,161.43,,161.43,0
10/10/17 07:00,161.4,161.48,161.26,161.45,161.45,,0
09/10/17 21:00,161.45,161.45,161.45,161.45,,,0
09/10/17 19:00,161.44,161.49,161.43,161.45,,,0
09/10/17 17:00,161.45,161.46,161.4,161.43,,,0
09/10/17 15:00,161.36,161.46,161.32,161.45,,,0
09/10/17 13:00,161.28,161.4,161.24,161.35,161.36,,0
09/10/17 11:00,161.37,161.38,161.26,161.28,,,0
09/10/17 09:00,161.31,161.4,161.26,161.36,,,0
09/10/17 07:00,161.07,161.37,161.07,161.31,161.21,,0
06/10/17 21:00,161.1,161.1,161.1,161.1,,,0
06/10/17 19:00,161.12,161.15,161.08,161.09,,,0
06/10/17 17:00,161.21,161.23,161.12,161.13,,,0
06/10/17 15:00,160.61,161.29,160.6,161.21,,,0
06/10/17 13:00,160.93,160.99,160.59,160.61,,,0
06/10/17 11:00,160.97,161,160.86,160.93,,,0
06/10/17 09:00,161.11,161.12,160.8,160.98,,,0
06/10/17 07:00,161.27,161.3,161.09,161.11,,161.24,0
05/10/17 21:00,161.35,161.35,161.35,161.35,,,0
05/10/17 19:00,161.3,161.36,161.28,161.34,,,0
05/10/17 17:00,161.25,161.32,161.22,161.3,,,0
05/10/17 15:00,161.36,161.43,161.17,161.24,,,0
05/10/17 13:00,161.51,161.66,161.23,161.36,,,0
05/10/17 11:00,161.37,161.59,161.33,161.5,,,0
05/10/17 09:00,161.15,161.44,161.14,161.38,161.28,161.14,0
05/10/17 07:00,161.25,161.27,161.05,161.14,,,0
04/10/17 21:00,161.27,161.27,161.27,161.27,,,0
04/10/17 19:00,161.25,161.31,161.24,161.28,,,0
04/10/17 17:00,161.26,161.28,161.16,161.25,,,0
04/10/17 15:00,161.39,161.49,161.22,161.26,,,0
04/10/17 13:00,161.78,161.8,161.39,161.4,,,0
04/10/17 11:00,161.53,161.82,161.49,161.78,,,0
04/10/17 09:00,161.51,161.53,161.2,161.53,,,0
04/10/17 07:00,161.23,161.62,161.2,161.51,,,0
03/10/17 21:00,161.1,161.1,161.1,161.1,,,0
03/10/17 19:00,161.06,161.13,161.04,161.11,,,0
03/10/17 17:00,161.13,161.14,161.03,161.06,,,0
03/10/17 15:00,161.03,161.16,161.01,161.13,,,0
03/10/17 13:00,160.86,161.03,160.74,161.03,,160.76,0
03/10/17 11:00,160.77,160.9,160.71,160.87,,,0
03/10/17 09:00,160.9,160.91,160.65,160.76,,,0
03/10/17 07:00,161.09,161.21,160.89,160.9,,,0
02/10/17 21:00,161.12,161.12,161.12,161.12,,,0
02/10/17 19:00,161.19,161.21,161.11,161.11,,,0
02/10/17 17:00,161.27,161.27,161.16,161.18,,,0
02/10/17 15:00,161.22,161.34,161.16,161.27,,,0
02/10/17 13:00,161.19,161.37,161.13,161.22,,,0
02/10/17 11:00,161.12,161.28,161.09,161.19,,,0
02/10/17 09:00,160.76,161.2,160.71,161.12,161.07,160.75,0
02/10/17 07:00,160.81,161,160.66,160.75,,,0
29/09/17 21:00,161,161,161,161,,,0
29/09/17 19:00,161.05,161.09,160.99,161.02,,,0
29/09/17 17:00,161.07,161.1,161.04,161.05,,,0
29/09/17 15:00,160.92,161.14,160.89,161.07,,160.9,0
29/09/17 13:00,161.19,161.28,160.84,160.92,,160.9,0
29/09/17 11:00,161.15,161.25,161.13,161.18,,,0
29/09/17 09:00,161.18,161.31,161.12,161.16,,,0
29/09/17 07:00,160.94,161.22,160.79,161.19,,160.83,0
28/09/17 21:00,160.9,160.9,160.9,160.9,,,0
28/09/17 19:00,160.91,160.96,160.88,160.92,160.96,,0
28/09/17 17:00,160.82,160.95,160.82,160.91,,,0
28/09/17 15:00,160.75,160.84,160.67,160.83,,,0
28/09/17 13:00,160.5,160.77,160.5,160.76,,,0
28/09/17 11:00,160.46,160.59,160.4,160.49,,,0
28/09/17 09:00,160.5,160.69,160.44,160.46,,,0
28/09/17 07:00,160.56,160.64,160.24,160.5,,,0
27/09/17 21:00,160.96,160.96,160.96,160.96,,,0
27/09/17 19:00,160.84,160.95,160.8,160.94,160.95,,0
27/09/17 17:00,160.95,161,160.81,160.83,,160.87,0
27/09/17 15:00,160.87,161.06,160.75,160.95,,,0
27/09/17 13:00,160.96,161.04,160.65,160.87,,160.95,0
27/09/17 11:00,160.96,161,160.89,160.95,,,0
27/09/17 09:00,161.35,161.36,160.78,160.96,,,0
27/09/17 07:00,161.67,161.68,161.16,161.36,,,0
26/09/17 21:00,161.75,161.75,161.75,161.75,,,0
26/09/17 19:00,161.8,161.82,161.72,161.76,,,0
26/09/17 17:00,161.78,161.84,161.66,161.79,,161.68,0
26/09/17 15:00,161.69,161.79,161.62,161.78,,,0
26/09/17 13:00,161.8,161.9,161.63,161.68,,161.78,0
26/09/17 11:00,161.89,161.94,161.78,161.79,,161.78,0
26/09/17 09:00,161.78,161.9,161.76,161.89,,,0
26/09/17 07:00,161.93,161.95,161.69,161.78,161.95,,0
25/09/17 21:00,161.95,161.95,161.95,161.95,,,0
25/09/17 19:00,161.94,161.98,161.93,161.95,,,0
25/09/17 17:00,161.87,161.98,161.84,161.93,,,0
25/09/17 15:00,161.71,161.96,161.63,161.87,161.78,,0
25/09/17 13:00,161.68,161.72,161.44,161.71,,,0
25/09/17 11:00,161.78,161.87,161.65,161.68,,,0
25/09/17 09:00,161.22,161.92,161.22,161.78,,,0
25/09/17 07:00,161.3,161.31,161.12,161.22,,161.14,0
22/09/17 21:00,161.14,161.14,161.14,161.14,,,0
22/09/17 19:00,161.19,161.21,161.15,161.16,,,0
22/09/17 17:00,161.2,161.21,161.13,161.18,,,0
22/09/17 15:00,161.16,161.22,161.07,161.2,,,0
22/09/17 13:00,161.03,161.2,161,161.15,161.08,,0
22/09/17 11:00,160.94,161.11,160.94,161.02,161.08,,0
22/09/17 09:00,160.96,161.04,160.88,160.94,,,0
22/09/17 07:00,161.19,161.26,160.92,160.96,,161.01,0
21/09/17 21:00,161.01,161.01,161.01,161.01,,,0
21/09/17 19:00,161.08,161.09,161.01,161.02,,,0
21/09/17 17:00,161.08,161.13,161.04,161.08,,,0
21/09/17 15:00,161.14,161.17,161.03,161.08,,,0
21/09/17 13:00,160.88,161.2,160.86,161.13,160.97,,0
21/09/17 11:00,160.82,160.92,160.67,160.89,,,0
21/09/17 09:00,160.89,160.9,160.74,160.82,,,0
21/09/17 07:00,160.92,160.98,160.66,160.89,,,0
20/09/17 21:00,160.97,160.97,160.97,160.97,,,0
20/09/17 19:00,161.3,161.33,160.76,160.96,,161.06,0
20/09/17 17:00,161.24,161.33,161.22,161.31,,,0
20/09/17 15:00,161.35,161.4,161.23,161.24,161.36,,0
20/09/17 13:00,161.33,161.41,161.26,161.36,,,0
20/09/17 11:00,161.34,161.36,161.26,161.32,,,0
20/09/17 09:00,161.2,161.39,161.18,161.34,,,0
20/09/17 07:00,161.07,161.22,161.01,161.19,161.1,161.06,0
19/09/17 21:00,161.06,161.06,161.06,161.06,,,0
19/09/17 19:00,161.1,161.12,161.05,161.06,,,0
19/09/17 17:00,161.08,161.12,161.05,161.1,,,0
19/09/17 15:00,161.23,161.23,161.01,161.09,,161.03,0
19/09/17 13:00,161.32,161.37,161.2,161.24,,,0
19/09/17 11:00,161.05,161.37,161.03,161.33,,161.03,0
19/09/17 09:00,161.04,161.18,160.94,161.05,161.05,160.94,0
19/09/17 07:00,161.01,161.15,160.92,161.03,161.05,160.94,0
18/09/17 21:00,161.05,161.05,161.05,161.05,,,0
18/09/17 19:00,160.94,161.07,160.92,161.05,,,0
18/09/17 17:00,161.01,161.05,160.94,160.94,,160.98,0
18/09/17 15:00,160.98,161.04,160.86,161.02,,,0
18/09/17 13:00,161.2,161.21,160.87,160.98,,,0
18/09/17 11:00,161.17,161.25,161.13,161.19,,,0
18/09/17 09:00,161.33,161.42,161.14,161.17,161.38,,0
18/09/17 07:00,161.26,161.35,161.14,161.34,,,0
15/09/17 21:00,161.36,161.36,161.36,161.36,,,0
15/09/17 19:00,161.38,161.43,161.34,161.35,,,0
15/09/17 17:00,161.33,161.39,161.32,161.38,,,0
15/09/17 15:00,161.34,161.35,161.07,161.33,,161.33,0
15/09/17 13:00,161.33,161.51,161.27,161.34,,,0
15/09/17 11:00,161.32,161.35,161.2,161.34,,,0
15/09/17 09:00,161.73,161.79,161.22,161.33,,161.62,0
15/09/17 07:00,161.77,161.82,161.58,161.73,,161.62,0
14/09/17 21:00,161.66,161.66,161.66,161.66,,,0
14/09/17 19:00,161.61,161.65,161.6,161.65,,,0
14/09/17 17:00,161.64,161.64,161.56,161.62,,,0
14/09/17 15:00,161.64,161.71,161.54,161.64,,,0
14/09/17 13:00,161.62,161.96,161.37,161.64,161.85,,0
14/09/17 11:00,161.85,162.05,161.57,161.62,,161.69,0
14/09/17 09:00,161.69,161.91,161.69,161.85,161.81,,0
14/09/17 07:00,161.71,161.74,161.56,161.69,,161.69,0
13/09/17 21:00,161.75,161.75,161.75,161.75,,,0
13/09/17 19:00,161.81,161.82,161.71,161.73,,,0
13/09/17 17:00,161.79,161.84,161.75,161.81,,,0
13/09/17 15:00,161.7,161.81,161.64,161.8,,,0
13/09/17 13:00,161.7,161.9,161.69,161.71,,,0
13/09/17 11:00,161.96,161.97,161.62,161.69,,161.87,0
13/09/17 09:00,162.04,162.07,161.81,161.96,,161.87,0
13/09/17 07:00,161.96,162.04,161.82,162.03,,,0
12/09/17 21:00,161.92,161.92,161.92,161.92,,,0
12/09/17 19:00,161.87,161.95,161.83,161.92,,,0
12/09/17 17:00,161.81,161.89,161.76,161.87,,,0
12/09/17 15:00,162.12,162.15,161.73,161.81,,,0
12/09/17 13:00,162.2,162.32,162.09,162.12,,,0
12/09/17 11:00,162.31,162.34,162.16,162.2,,,0
12/09/17 09:00,162.36,162.45,162.3,162.3,,,0
12/09/17 07:00,162.67,162.7,162.36,162.36,,,0
11/09/17 21:00,162.7,162.7,162.7,162.7,,,0
11/09/17 19:00,162.66,162.79,162.66,162.72,,,0
11/09/17 17:00,162.71,162.75,162.66,162.67,,,0
11/09/17 15:00,162.76,162.8,162.69,162.71,,,0
11/09/17 13:00,162.82,162.83,162.64,162.76,,,0
11/09/17 11:00,162.84,162.86,162.73,162.83,,,0
11/09/17 09:00,162.79,162.88,162.71,162.84,,,0
11/09/17 07:00,162.85,162.89,162.72,162.78,,,0
08/09/17 21:00,163.06,163.06,163.06,163.06,,,0
08/09/17 19:00,162.95,163.07,162.94,163.07,,,0
08/09/17 17:00,163.03,163.06,162.91,162.96,,,0
08/09/17 15:00,162.89,163.04,162.82,163.03,,,0
08/09/17 13:00,163.04,163.08,162.82,162.89,,,0
08/09/17 11:00,162.95,163.11,162.92,163.05,,,0
08/09/17 09:00,163.18,163.32,162.85,162.95,,163.1,0
08/09/17 07:00,163.4,163.43,163.14,163.17,,,0
07/09/17 21:00,163.16,163.16,163.16,163.16,,,0
07/09/17 19:00,163.13,163.18,163.08,163.17,,,0
07/09/17 17:00,163.1,163.14,163.05,163.14,,,0
07/09/17 15:00,162.92,163.24,162.92,163.1,,,0
07/09/17 13:00,162.43,162.94,162.35,162.93,162.5,,0
