Date,Open,High,Low,Close,TD Reference Close Up,TD Reference Close Down
04/12/17 08:00,141.03,141.22,141.01,141.21,,
04/12/17 07:30,140.99,141.05,140.96,141.04,,
04/12/17 07:00,141.1,141.25,140.94,140.98,,
01/12/17 17:30,141.32,141.32,141.15,141.18,,
01/12/17 17:00,141.28,141.34,141.25,141.32,,
01/12/17 16:30,141.45,141.54,141.24,141.27,,
01/12/17 16:00,141.12,141.66,141.12,141.46,141.28,
01/12/17 15:30,141.24,141.25,141.08,141.14,,141.2
01/12/17 15:00,141.28,141.35,141.18,141.24,,141.2
01/12/17 14:30,141.29,141.33,141.26,141.28,,
01/12/17 14:00,141.2,141.3,141.2,141.28,,
01/12/17 13:30,141.28,141.3,141.17,141.2,,
01/12/17 13:00,141.3,141.33,141.21,141.28,,
01/12/17 12:30,141.35,141.35,141.22,141.29,,
01/12/17 12:00,141.25,141.37,141.19,141.35,141.32,
01/12/17 11:30,141.31,141.38,141.23,141.25,141.32,
01/12/17 11:00,141.33,141.43,141.28,141.31,,
01/12/17 10:30,141.19,141.37,141.19,141.32,,
01/12/17 10:00,141.03,141.2,141.03,141.19,,
01/12/17 09:30,141.06,141.11,141,141.03,,
01/12/17 09:00,140.94,141.13,140.93,141.06,,
01/12/17 08:30,140.86,141.08,140.83,140.94,140.93,140.84
01/12/17 08:00,140.85,140.95,140.81,140.86,140.93,
01/12/17 07:30,140.86,140.97,140.84,140.84,140.96,
01/12/17 07:00,140.98,140.98,140.7,140.85,,140.87
30/11/17 17:30,140.93,140.93,140.87,140.87,,
30/11/17 17:00,140.94,140.95,140.9,140.93,,
30/11/17 16:30,140.96,140.98,140.9,140.94,,
30/11/17 16:00,140.88,141.01,140.79,140.96,,140.79
30/11/17 15:30,140.84,140.91,140.8,140.88,140.85,
30/11/17 15:00,140.86,140.96,140.82,140.83,,
30/11/17 14:30,140.79,140.94,140.79,140.85,,
30/11/17 14:00,140.57,140.8,140.56,140.79,140.59,
30/11/17 13:30,140.56,140.6,140.53,140.57,140.59,
30/11/17 13:00,140.58,140.62,140.54,140.57,,
30/11/17 12:30,140.49,140.62,140.47,140.59,,
30/11/17 12:00,140.53,140.56,140.44,140.5,,
30/11/17 11:30,140.61,140.62,140.46,140.52,,
30/11/17 11:00,140.62,140.63,140.48,140.61,,
30/11/17 10:30,140.67,140.7,140.58,140.62,,
30/11/17 10:00,140.51,140.68,140.51,140.67,,
30/11/17 09:30,140.34,140.51,140.33,140.51,,
30/11/17 09:00,140.34,140.39,140.23,140.34,,140.23
30/11/17 08:30,140.31,140.4,140.3,140.34,140.34,
30/11/17 08:00,140.24,140.41,140.2,140.32,140.34,140.23
30/11/17 07:30,140.31,140.32,140.22,140.23,,140.23
30/11/17 07:00,140.4,140.4,140.25,140.31,,
29/11/17 17:30,140.27,140.34,140.25,140.34,,
29/11/17 17:00,140.29,140.29,140.23,140.27,,
29/11/17 16:30,140.24,140.3,140.2,140.29,,
29/11/17 16:00,140.15,140.26,140.11,140.23,140.24,
29/11/17 15:30,140.24,140.29,140.13,140.15,,140.19
29/11/17 15:00,140.19,140.27,140.14,140.24,,
29/11/17 14:30,140.22,140.29,140.17,140.19,,
29/11/17 14:00,140.32,140.36,140.21,140.22,,
29/11/17 13:30,140.36,140.42,140.29,140.32,,
29/11/17 13:00,140.58,140.58,140.35,140.36,,140.42
29/11/17 12:30,140.6,140.64,140.58,140.59,,
29/11/17 12:00,140.54,140.64,140.54,140.59,,
29/11/17 11:30,140.63,140.66,140.53,140.54,,
29/11/17 11:00,140.49,140.68,140.48,140.63,140.5,
29/11/17 10:30,140.43,140.56,140.42,140.49,140.5,
29/11/17 10:00,140.42,140.46,140.39,140.42,,
29/11/17 09:30,140.47,140.48,140.36,140.42,,140.37
29/11/17 09:00,140.41,140.49,140.33,140.47,,140.37
29/11/17 08:30,140.43,140.46,140.4,140.41,,
29/11/17 08:00,140.37,140.44,140.3,140.44,,
29/11/17 07:30,140.5,140.52,140.36,140.37,140.52,140.44
29/11/17 07:00,140.42,140.51,140.39,140.5,,
28/11/17 17:30,140.5,140.52,140.45,140.52,,
28/11/17 17:00,140.5,140.52,140.47,140.5,,
28/11/17 16:30,140.45,140.51,140.45,140.49,,
28/11/17 16:00,140.44,140.49,140.43,140.46,,
28/11/17 15:30,140.43,140.49,140.41,140.45,,140.41
28/11/17 15:00,140.41,140.44,140.34,140.44,,
28/11/17 14:30,140.57,140.57,140.41,140.41,,140.53
28/11/17 14:00,140.57,140.62,140.55,140.58,,
28/11/17 13:30,140.53,140.61,140.53,140.56,,
28/11/17 13:00,140.59,140.61,140.52,140.53,,140.56
28/11/17 12:30,140.58,140.6,140.5,140.59,,140.56
28/11/17 12:00,140.57,140.59,140.55,140.58,,
28/11/17 11:30,140.59,140.61,140.55,140.56,,
28/11/17 11:00,140.66,140.66,140.59,140.6,,
28/11/17 10:30,140.67,140.74,140.65,140.65,,
28/11/17 10:00,140.75,140.81,140.66,140.67,,
28/11/17 09:30,140.57,140.76,140.53,140.75,,
28/11/17 09:00,140.54,140.57,140.46,140.56,140.55,
28/11/17 08:30,140.55,140.59,140.49,140.54,,
28/11/17 08:00,140.42,140.57,140.34,140.55,140.48,
28/11/17 07:30,140.49,140.49,140.41,140.43,,
28/11/17 07:00,140.41,140.5,140.41,140.48,140.48,
27/11/17 17:30,140.46,140.5,140.46,140.48,,
27/11/17 17:00,140.45,140.48,140.45,140.47,,
27/11/17 16:30,140.38,140.48,140.38,140.46,,
27/11/17 16:00,140.3,140.43,140.29,140.39,140.34,
27/11/17 15:30,140.27,140.32,140.23,140.3,,140.24
27/11/17 15:00,140.28,140.31,140.22,140.28,,140.24
27/11/17 14:30,140.24,140.33,140.16,140.28,,
27/11/17 14:00,140.28,140.3,140.21,140.24,,
27/11/17 13:30,140.29,140.34,140.24,140.28,,
27/11/17 13:00,140.34,140.34,140.25,140.28,,
27/11/17 12:30,140.37,140.43,140.3,140.34,,
27/11/17 12:00,140.38,140.4,140.25,140.37,,140.27
27/11/17 11:30,140.4,140.42,140.36,140.38,,
27/11/17 11:00,140.42,140.45,140.36,140.4,,
27/11/17 10:30,140.47,140.52,140.38,140.42,,
27/11/17 10:00,140.41,140.53,140.4,140.47,,
27/11/17 09:30,140.3,140.42,140.27,140.41,140.38,
27/11/17 09:00,140.26,140.36,140.24,140.3,,
27/11/17 08:30,140.38,140.42,140.27,140.27,,
27/11/17 08:00,140.2,140.41,140.18,140.38,,
27/11/17 07:30,140.02,140.22,139.99,140.2,140.17,
27/11/17 07:00,140.12,140.24,140.02,140.02,140.17,
24/11/17 17:30,140.18,140.2,140.13,140.14,,
24/11/17 17:00,140.05,140.19,140.04,140.17,,
24/11/17 16:30,139.84,140.07,139.83,140.05,139.93,139.83
24/11/17 16:00,139.86,139.93,139.82,139.83,139.93,
24/11/17 15:30,139.88,139.91,139.86,139.86,,
24/11/17 15:00,139.92,139.93,139.85,139.89,139.93,
24/11/17 14:30,139.92,139.96,139.91,139.93,,
24/11/17 14:00,139.88,139.95,139.87,139.93,,
24/11/17 13:30,139.9,139.94,139.86,139.88,,
24/11/17 13:00,139.81,139.94,139.81,139.9,,
24/11/17 12:30,140.21,140.25,139.8,139.81,,140.12
24/11/17 12:00,140.27,140.28,140.2,140.21,,
24/11/17 11:30,140.13,140.27,140.12,140.26,140.26,
24/11/17 11:00,140.18,140.19,140.12,140.12,,
24/11/17 10:30,140.26,140.33,140.17,140.18,,
24/11/17 10:00,140.11,140.26,140.11,140.26,,
24/11/17 09:30,140.05,140.11,139.99,140.1,,
24/11/17 09:00,140.06,140.14,139.98,140.04,,
24/11/17 08:30,140.06,140.12,139.98,140.06,,
24/11/17 08:00,140.35,140.36,140.02,140.07,,
24/11/17 07:30,140.31,140.4,140.31,140.36,140.4,
24/11/17 07:00,140.26,140.4,140.26,140.31,140.4,
23/11/17 17:30,140.39,140.39,140.35,140.36,,
23/11/17 17:00,140.39,140.4,140.36,140.37,140.4,
23/11/17 16:30,140.39,140.41,140.38,140.39,,
23/11/17 16:00,140.38,140.42,140.36,140.4,,
23/11/17 15:30,140.35,140.39,140.32,140.38,,
23/11/17 15:00,140.28,140.39,140.28,140.35,140.34,
23/11/17 14:30,140.3,140.32,140.28,140.28,,
23/11/17 14:00,140.27,140.3,140.27,140.29,,
23/11/17 13:30,140.31,140.32,140.26,140.27,,
23/11/17 13:00,140.28,140.32,140.24,140.31,,140.25
23/11/17 12:30,140.34,140.37,140.26,140.28,,
23/11/17 12:00,140.31,140.36,140.3,140.34,,
23/11/17 11:30,140.25,140.33,140.24,140.31,,
23/11/17 11:00,140.25,140.28,140.17,140.25,,
23/11/17 10:30,140.42,140.46,140.21,140.25,,140.33
23/11/17 10:00,140.48,140.49,140.41,140.42,,
23/11/17 09:30,140.42,140.5,140.4,140.49,,
23/11/17 09:00,140.39,140.44,140.36,140.41,,
23/11/17 08:30,140.32,140.42,140.26,140.39,,
23/11/17 08:00,140.54,140.59,140.32,140.33,140.59,140.41
23/11/17 07:30,140.59,140.6,140.52,140.56,,
23/11/17 07:00,140.37,140.59,140.37,140.59,140.51,
22/11/17 17:30,140.5,140.5,140.41,140.41,,
22/11/17 17:00,140.51,140.54,140.49,140.5,,
22/11/17 16:30,140.42,140.52,140.42,140.51,,
22/11/17 16:00,140.35,140.46,140.35,140.43,,
22/11/17 15:30,140.41,140.47,140.35,140.35,,
22/11/17 15:00,140.36,140.46,140.32,140.4,,
22/11/17 14:30,140.39,140.41,140.31,140.36,,
22/11/17 14:00,140.24,140.41,140.24,140.39,,
22/11/17 13:30,140.25,140.32,140.23,140.24,,
22/11/17 13:00,140.29,140.31,140.23,140.24,,
22/11/17 12:30,140.16,140.31,140.15,140.28,,
22/11/17 12:00,140.11,140.19,140.08,140.16,,140.09
22/11/17 11:30,140.09,140.12,140.05,140.11,140.11,
22/11/17 11:00,140.11,140.15,140.03,140.1,,140.04
22/11/17 10:30,140.09,140.23,140.08,140.11,,
22/11/17 10:00,140.04,140.12,140,140.09,,
22/11/17 09:30,140.09,140.09,139.93,140.04,,
22/11/17 09:00,140.12,140.13,140.01,140.1,,
22/11/17 08:30,140.24,140.27,140.08,140.13,,
22/11/17 08:00,140.39,140.44,140.23,140.24,,140.27
22/11/17 07:30,140.38,140.48,140.36,140.39,,
22/11/17 07:00,140.31,140.38,140.26,140.38,,140.27
21/11/17 17:30,140.29,140.3,140.23,140.27,140.3,
21/11/17 17:00,140.28,140.32,140.28,140.3,,
21/11/17 16:30,140.27,140.3,140.21,140.29,,140.21
21/11/17 16:00,140.22,140.34,140.16,140.27,,140.21
21/11/17 15:30,140.24,140.25,140.13,140.21,,140.2
21/11/17 15:00,140.29,140.37,140.23,140.23,140.37,
21/11/17 14:30,140.35,140.37,140.26,140.29,,
21/11/17 14:00,140.25,140.35,140.25,140.35,,
21/11/17 13:30,140.37,140.39,140.23,140.25,,
21/11/17 13:00,140.21,140.38,140.2,140.37,,
21/11/17 12:30,140.18,140.25,140.13,140.2,,140.13
21/11/17 12:00,140.27,140.31,140.15,140.18,,
21/11/17 11:30,140.43,140.47,140.24,140.28,,
21/11/17 11:00,140.52,140.55,140.42,140.43,,
21/11/17 10:30,140.49,140.62,140.48,140.51,,
21/11/17 10:00,140.36,140.61,140.35,140.49,,
21/11/17 09:30,140.15,140.39,140.11,140.37,,
21/11/17 09:00,140.14,140.16,140.08,140.14,,
21/11/17 08:30,140.05,140.18,140.05,140.13,140.1,
21/11/17 08:00,140.09,140.17,139.99,140.05,140.1,
21/11/17 07:30,140.07,140.16,140.05,140.1,,
21/11/17 07:00,139.99,140.09,139.91,140.07,,
20/11/17 17:30,139.92,139.94,139.91,139.91,,
20/11/17 17:00,139.87,139.98,139.84,139.92,,
20/11/17 16:30,139.79,139.88,139.77,139.88,,
20/11/17 16:00,139.77,139.82,139.76,139.79,,
20/11/17 15:30,139.75,139.85,139.72,139.78,,
20/11/17 15:00,139.6,139.77,139.6,139.75,139.69,
20/11/17 14:30,139.56,139.62,139.55,139.59,,
20/11/17 14:00,139.56,139.63,139.55,139.55,,
20/11/17 13:30,139.69,139.7,139.53,139.57,,
20/11/17 13:00,139.64,139.7,139.62,139.69,,
20/11/17 12:30,139.56,139.65,139.56,139.65,139.63,
20/11/17 12:00,139.52,139.57,139.51,139.56,,
20/11/17 11:30,139.52,139.56,139.5,139.52,,139.5
20/11/17 11:00,139.57,139.59,139.51,139.53,,
20/11/17 10:30,139.62,139.64,139.55,139.57,139.63,
20/11/17 10:00,139.61,139.65,139.59,139.63,,
20/11/17 09:30,139.6,139.62,139.55,139.6,,
20/11/17 09:00,139.54,139.64,139.52,139.6,,
20/11/17 08:30,139.5,139.56,139.47,139.54,139.51,
20/11/17 08:00,139.54,139.55,139.46,139.5,,139.46
20/11/17 07:30,139.54,139.55,139.46,139.54,,139.46
20/11/17 07:00,139.54,139.57,139.44,139.53,,139.46
17/11/17 17:30,139.49,139.5,139.46,139.46,,139.46
17/11/17 17:00,139.46,139.51,139.45,139.51,139.48,
17/11/17 16:30,139.48,139.5,139.46,139.46,,139.46
17/11/17 16:00,139.47,139.51,139.45,139.48,,139.46
17/11/17 15:30,139.45,139.48,139.41,139.47,,
17/11/17 15:00,139.47,139.53,139.42,139.46,,
17/11/17 14:30,139.57,139.6,139.45,139.46,,
17/11/17 14:00,139.58,139.6,139.53,139.56,,
17/11/17 13:30,139.55,139.6,139.46,139.58,,
17/11/17 13:00,139.66,139.68,139.55,139.55,139.67,139.59
17/11/17 12:30,139.67,139.72,139.64,139.66,,
17/11/17 12:00,139.61,139.67,139.56,139.67,,
17/11/17 11:30,139.65,139.68,139.56,139.6,,
17/11/17 11:00,139.6,139.71,139.55,139.65,,
17/11/17 10:30,139.43,139.6,139.42,139.59,139.48,
17/11/17 10:00,139.45,139.48,139.34,139.42,139.48,
17/11/17 09:30,139.3,139.48,139.29,139.45,139.48,
17/11/17 09:00,139.28,139.32,139.15,139.29,,
17/11/17 08:30,139.45,139.47,139.23,139.28,,139.41
17/11/17 08:00,139.47,139.51,139.4,139.45,139.51,139.41
17/11/17 07:30,139.48,139.53,139.45,139.47,139.51,
17/11/17 07:00,139.59,139.59,139.46,139.48,,
16/11/17 17:30,139.51,139.52,139.49,139.49,,
16/11/17 17:00,139.44,139.51,139.43,139.51,,
16/11/17 16:30,139.42,139.47,139.41,139.43,,
16/11/17 16:00,139.43,139.48,139.41,139.41,139.48,
16/11/17 15:30,139.39,139.46,139.35,139.42,,
16/11/17 15:00,139.34,139.43,139.33,139.4,,139.33
16/11/17 14:30,139.32,139.39,139.29,139.34,,
16/11/17 14:00,139.48,139.48,139.33,139.33,,
16/11/17 13:30,139.41,139.52,139.41,139.48,,
16/11/17 13:00,139.33,139.46,139.33,139.41,139.38,
16/11/17 12:30,139.21,139.36,139.2,139.33,,
16/11/17 12:00,139.21,139.27,139.17,139.21,,
16/11/17 11:30,139.33,139.36,139.2,139.21,,
16/11/17 11:00,139.21,139.4,139.2,139.33,,
16/11/17 10:30,139.38,139.4,139.17,139.21,,
16/11/17 10:00,139.38,139.4,139.29,139.38,,
16/11/17 09:30,139.44,139.48,139.32,139.38,,
16/11/17 09:00,139.43,139.52,139.38,139.43,,
16/11/17 08:30,139.56,139.57,139.43,139.43,,139.47
16/11/17 08:00,139.48,139.66,139.48,139.56,139.65,
16/11/17 07:30,139.64,139.65,139.47,139.47,139.65,139.49
16/11/17 07:00,139.62,139.71,139.56,139.65,,
15/11/17 17:30,139.57,139.63,139.57,139.62,,
15/11/17 17:00,139.49,139.57,139.48,139.56,,
15/11/17 16:30,139.65,139.71,139.43,139.49,,139.63
15/11/17 16:00,139.63,139.65,139.58,139.65,,
15/11/17 15:30,139.67,139.68,139.6,139.63,,
15/11/17 15:00,139.74,139.79,139.64,139.67,,139.72
15/11/17 14:30,139.73,139.79,139.68,139.73,,139.72
15/11/17 14:00,139.77,139.78,139.67,139.72,,139.72
15/11/17 13:30,139.84,139.96,139.72,139.77,139.86,139.72
15/11/17 13:00,139.81,139.87,139.78,139.86,,
15/11/17 12:30,139.79,139.87,139.77,139.8,,
15/11/17 12:00,139.72,139.81,139.7,139.78,,
15/11/17 11:30,139.77,139.83,139.72,139.72,,
15/11/17 11:00,139.9,139.95,139.77,139.77,,
15/11/17 10:30,139.81,139.9,139.74,139.9,,
15/11/17 10:00,139.8,139.92,139.79,139.81,,
15/11/17 09:30,139.7,139.84,139.66,139.8,139.71,
15/11/17 09:00,139.55,139.72,139.52,139.69,139.71,139.52
15/11/17 08:30,139.52,139.64,139.41,139.55,,
15/11/17 08:00,139.71,139.73,139.52,139.52,,139.53
15/11/17 07:30,139.68,139.73,139.66,139.71,,
15/11/17 07:00,139.75,139.78,139.59,139.67,,
14/11/17 17:30,139.61,139.61,139.53,139.57,,139.53
14/11/17 17:00,139.54,139.6,139.52,139.6,,
14/11/17 16:30,139.57,139.6,139.51,139.53,,
14/11/17 16:00,139.62,139.65,139.56,139.56,139.65,
14/11/17 15:30,139.66,139.68,139.62,139.62,,139.65
14/11/17 15:00,139.65,139.68,139.58,139.65,,
14/11/17 14:30,139.65,139.71,139.58,139.65,,
14/11/17 14:00,139.67,139.69,139.55,139.65,,
14/11/17 13:30,139.8,139.81,139.66,139.66,,139.67
14/11/17 13:00,139.8,139.83,139.75,139.8,,
14/11/17 12:30,139.67,139.81,139.67,139.79,139.71,
14/11/17 12:00,139.71,139.71,139.66,139.67,,
14/11/17 11:30,139.72,139.82,139.69,139.71,139.78,
14/11/17 11:00,139.71,139.81,139.7,139.71,139.78,
14/11/17 10:30,139.64,139.73,139.62,139.7,,
14/11/17 10:00,139.78,139.8,139.65,139.65,,
14/11/17 09:30,139.73,139.81,139.66,139.78,,
14/11/17 09:00,139.7,139.79,139.56,139.73,,
14/11/17 08:30,139.58,139.79,139.58,139.7,,
14/11/17 08:00,139.36,139.61,139.29,139.58,139.47,
14/11/17 07:30,139.28,139.42,139.26,139.36,,
14/11/17 07:00,139.28,139.41,139.27,139.28,,
13/11/17 17:30,139.45,139.48,139.36,139.36,139.47,139.4
13/11/17 17:00,139.45,139.48,139.44,139.47,139.47,
13/11/17 16:30,139.41,139.49,139.41,139.44,139.47,
13/11/17 16:00,139.43,139.46,139.4,139.4,,
13/11/17 15:30,139.47,139.54,139.41,139.43,,
13/11/17 15:00,139.4,139.5,139.39,139.47,,
13/11/17 14:30,139.41,139.47,139.39,139.41,,
13/11/17 14:00,139.37,139.47,139.34,139.42,,
13/11/17 13:30,139.35,139.47,139.3,139.38,,
13/11/17 13:00,139.55,139.6,139.34,139.35,,
13/11/17 12:30,139.67,139.67,139.54,139.54,,139.64
13/11/17 12:00,139.69,139.71,139.64,139.67,,139.64
13/11/17 11:30,139.64,139.7,139.59,139.69,,
13/11/17 11:00,139.7,139.71,139.61,139.64,,
13/11/17 10:30,139.68,139.74,139.67,139.7,,
13/11/17 10:00,139.75,139.78,139.67,139.68,,
13/11/17 09:30,139.45,139.77,139.43,139.75,139.5,
13/11/17 09:00,139.5,139.54,139.38,139.45,,
13/11/17 08:30,139.44,139.52,139.44,139.5,,
13/11/17 08:00,139.36,139.47,139.36,139.45,,
13/11/17 07:30,139.36,139.43,139.3,139.36,,
13/11/17 07:00,139.29,139.41,139.29,139.36,,
10/11/17 17:30,139.23,139.29,139.17,139.27,139.29,
10/11/17 17:00,139.26,139.31,139.22,139.23,,
10/11/17 16:30,139.17,139.3,139.16,139.26,,
10/11/17 16:00,139.29,139.38,139.14,139.15,,
10/11/17 15:30,139.48,139.5,139.29,139.29,,
10/11/17 15:00,139.65,139.68,139.46,139.47,139.68,139.63
10/11/17 14:30,139.64,139.74,139.63,139.66,,139.63
10/11/17 14:00,139.63,139.71,139.59,139.64,,
10/11/17 13:30,139.67,139.73,139.54,139.63,,139.58
10/11/17 13:00,139.73,139.74,139.65,139.68,,
10/11/17 12:30,139.68,139.78,139.67,139.74,,
10/11/17 12:00,139.85,139.87,139.67,139.69,,
10/11/17 11:30,139.74,139.87,139.72,139.85,,
10/11/17 11:00,139.71,139.8,139.68,139.74,,
10/11/17 10:30,139.58,139.72,139.58,139.7,139.59,
10/11/17 10:00,139.59,139.67,139.51,139.58,,
10/11/17 09:30,139.54,139.7,139.54,139.59,139.7,
10/11/17 09:00,139.42,139.58,139.41,139.54,,
10/11/17 08:30,139.32,139.51,139.26,139.42,,139.27
10/11/17 08:00,139.28,139.47,139.19,139.33,,
10/11/17 07:30,139.56,139.57,139.22,139.27,,139.5
10/11/17 07:00,139.55,139.6,139.41,139.55,,139.5
09/11/17 17:30,139.68,139.7,139.65,139.7,,
09/11/17 17:00,139.63,139.69,139.6,139.68,,
09/11/17 16:30,139.58,139.64,139.52,139.64,,
09/11/17 16:00,139.5,139.59,139.49,139.57,139.57,
09/11/17 15:30,139.52,139.53,139.39,139.5,,139.49
09/11/17 15:00,139.54,139.65,139.41,139.53,,139.49
09/11/17 14:30,139.57,139.57,139.4,139.55,,
09/11/17 14:00,139.48,139.57,139.36,139.57,,
09/11/17 13:30,139.65,139.67,139.43,139.49,,
09/11/17 13:00,139.74,139.82,139.58,139.65,,139.7
09/11/17 12:30,139.7,139.75,139.47,139.74,,
09/11/17 12:00,139.71,139.82,139.65,139.7,,
09/11/17 11:30,139.94,140.01,139.64,139.7,,
09/11/17 11:00,140.17,140.25,139.85,139.94,,
09/11/17 10:30,140.31,140.39,140.17,140.18,,
09/11/17 10:00,140.45,140.48,140.27,140.32,,140.33
09/11/17 09:30,140.33,140.49,140.32,140.45,,
09/11/17 09:00,140.33,140.38,140.19,140.33,,
09/11/17 08:30,140.57,140.64,140.34,140.34,140.63,140.49
09/11/17 08:00,140.63,140.68,140.55,140.57,,
09/11/17 07:30,140.6,140.66,140.59,140.63,,
09/11/17 07:00,140.63,140.67,140.55,140.6,,
08/11/17 17:30,140.49,140.54,140.49,140.53,,
08/11/17 17:00,140.53,140.53,140.46,140.49,,
08/11/17 16:30,140.62,140.63,140.52,140.52,,140.6
08/11/17 16:00,140.7,140.71,140.58,140.61,,140.6
08/11/17 15:30,140.72,140.8,140.66,140.69,,
08/11/17 15:00,140.6,140.72,140.56,140.72,,
08/11/17 14:30,140.63,140.72,140.55,140.6,,
08/11/17 14:00,140.7,140.74,140.61,140.62,,
08/11/17 13:30,140.77,140.83,140.69,140.7,,
08/11/17 13:00,140.85,140.9,140.75,140.77,,140.8
08/11/17 12:30,140.8,140.86,140.75,140.85,,
08/11/17 12:00,140.8,140.87,140.78,140.8,,
08/11/17 11:30,140.8,140.87,140.78,140.8,,
08/11/17 11:00,140.75,140.84,140.72,140.8,,
08/11/17 10:30,140.59,140.77,140.58,140.75,,
08/11/17 10:00,140.76,140.76,140.5,140.59,,
08/11/17 09:30,140.67,140.79,140.62,140.75,,
08/11/17 09:00,140.86,140.87,140.64,140.67,,
08/11/17 08:30,140.99,140.99,140.83,140.85,,
08/11/17 08:00,141.09,141.09,140.91,140.98,,141.05
08/11/17 07:30,141.06,141.12,141.05,141.09,141.08,141.05
08/11/17 07:00,141.04,141.19,141,141.05,141.08,
07/11/17 17:30,141.06,141.09,141.05,141.05,141.08,
07/11/17 17:00,141.08,141.09,141.01,141.07,,
07/11/17 16:30,141.06,141.12,141.05,141.08,,
07/11/17 16:00,141.03,141.08,140.96,141.06,,
07/11/17 15:30,141.07,141.09,140.94,141.04,,
07/11/17 15:00,140.91,141.08,140.89,141.08,141.01,
07/11/17 14:30,140.87,140.93,140.83,140.91,,
07/11/17 14:00,140.88,140.9,140.74,140.86,,
07/11/17 13:30,141,141.06,140.87,140.88,,
07/11/17 13:00,140.67,141.07,140.67,141.01,140.71,
07/11/17 12:30,140.67,140.72,140.59,140.68,140.71,
